HostName,RequestType,Name,ResponseTime,ResponseLength,Status
DESKTOP-U80B0UL,GET,/index.php?controller=order,338.84110001963563,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,497.4093000055291,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,424.1304000024684,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,557.608800008893,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,473.8738000160083,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,698.5391000052914,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,614.051999989897,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,695.5090000119526,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,631.9407000264619,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,802.6951999927405,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,743.0953999864869,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,702.0238999975845,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,665.1998999877833,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,479.18870000285096,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,646.8103999795858,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,571.7045000055805,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,677.216900017811,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,562.4984999885783,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,527.6082000054885,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,537.83040001872,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,459.37810000032187,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,477.5317999883555,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,330.8420999965165,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,340.7775999803562,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,550.6813999963924,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,412.60070001590066,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,504.7463000228163,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,486.1107000033371,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,641.6587000130676,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,488.8539999956265,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,327.16030001756735,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,633.8817999931052,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,384.32370001100935,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,446.9987000047695,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,607.3957000044174,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,670.2750000113156,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,783.1798999977764,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,653.1745000102092,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,577.9348000069149,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,390.1752999809105,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,454.97920000343584,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,585.7734000019263,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,549.2766999814194,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,433.4182000020519,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,488.4111999999732,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,544.9967999884393,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,472.17079999973066,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,463.9784999890253,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,522.6956999977119,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,541.7716999945696,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,476.8562999961432,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,389.8518999922089,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,389.84039999195375,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,477.7322000009008,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,448.68480000877753,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,421.16910000913776,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,289.16760001447983,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,499.6367999992799,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,645.0859000033233,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,397.7434000116773,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,506.6486999858171,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,772.3476999963168,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,562.4294999870472,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,399.7449000016786,54160,PASS
